trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",25,0,-58.23480638240842,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",20,0,-95.82135925686636,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-142.27689687563696,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",25,0,-72.3353819164056,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",25,0,-129.6797397916482,"{0: 10, 1: 4, 2: 10, 3: 1, 4: 0}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-161.3745690960118,"{0: 8, 1: 2, 2: 6, 3: 3, 4: 1}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-202.94317355165748,"{0: 9, 1: 0, 2: 7, 3: 1, 4: 3}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",30,0,-186.0233251157223,"{0: 18, 1: 5, 2: 2, 3: 2, 4: 3}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,0,-92.18396387069717,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",20,0,-118.9789689359605,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-99.56611635387557,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",25,0,-97.11997611033998,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",20,0,-122.45737355934907,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",30,0,-138.30451905827513,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",25,0,-71.72457380749142,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-155.56778076375292,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",25,0,-104.58477148034594,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",20,0,-35.18249999722416,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",20,0,-80.68729795258571,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",20,12,-67.71698203207166,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 1}",1
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-20.6312546504983,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",25,7,-123.47423001473679,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 2}",1
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",30,0,-160.75481127058774,"{0: 14, 1: 10, 2: 3, 3: 1, 4: 2}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",30,0,-80.95553641730808,"{0: 17, 1: 7, 2: 5, 3: 1, 4: 0}",0
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",20,0,-131.43577133443063,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",30,0,-339.15057536948706,"{0: 9, 1: 8, 2: 5, 3: 3, 4: 5}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",30,0,-182.36580399817296,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 4}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,0,-124.42933585942848,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,0,-59.808649085662026,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-152.7791075806133,"{0: 16, 1: 1, 2: 2, 3: 5, 4: 1}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",20,0,-133.44235407034878,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",25,0,-119.32583674246035,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",20,0,-92.48384988642033,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,0,-157.47515315016372,"{0: 11, 1: 2, 2: 2, 3: 3, 4: 2}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,0,-99.17964800357558,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-95.85520649087692,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",30,0,-253.4271094469387,"{0: 14, 1: 2, 2: 10, 3: 0, 4: 4}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-106.7235339320193,"{0: 11, 1: 5, 2: 1, 3: 2, 4: 1}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",25,0,-135.8696622477739,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",20,0,-120.87134555388545,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",20,0,-142.33478432012265,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",35,0,-90.3721803320702,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",25,0,-136.83250209841006,"{0: 11, 1: 8, 2: 3, 3: 2, 4: 1}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",30,0,-187.30989137554266,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-105.89036974005477,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-78.92503112510224,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",30,0,-191.47350717772596,"{0: 14, 1: 4, 2: 9, 3: 1, 4: 2}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-92.40813248141818,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",20,10,-53.660192293186675,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",25,0,-81.10333531533283,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",30,0,-143.86132081485988,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",20,0,-56.376121299879856,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",20,0,-71.85442885265398,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",30,0,-52.39766954587163,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",25,0,-139.134927474517,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,0,-143.90867178520335,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,0,-92.83628192998304,"{0: 8, 1: 5, 2: 6, 3: 1, 4: 0}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",25,0,-160.32621738056548,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",25,11,-81.5714704505732,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-96.91003795580923,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",20,3,-40.75577071027715,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",20,0,-102.15615059445226,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",20,0,-145.77993387351975,"{0: 8, 1: 5, 2: 3, 3: 3, 4: 1}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",25,0,-77.35246291523517,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",30,0,-169.47700014179173,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",20,0,-162.97417426833968,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",30,0,-39.1118486512004,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",20,4,-87.39609307452086,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 1}",1
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",25,5,-104.36768018930496,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",1
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",20,0,-129.20148110209504,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",30,0,-192.06277561344032,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",30,0,-122.5148122275987,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-46.15626855198292,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,0,-129.01847169385618,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",30,0,-230.4413580524217,"{0: 14, 1: 6, 2: 4, 3: 3, 4: 3}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",25,0,-87.01567981912076,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",25,5,-185.180430156022,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",1
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-63.14066957301147,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",20,0,-85.3894746133142,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",20,0,-67.55648539466982,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,9,-12.245452951853508,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
82,False,"{'a': 0.002, 'e': 0.850441204540233}",25,0,-79.4044516412269,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",35,0,-214.63540792224174,"{0: 19, 1: 3, 2: 10, 3: 0, 4: 3}",0
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",30,0,-121.08947156278373,"{0: 15, 1: 5, 2: 9, 3: 1, 4: 0}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",30,22,-3.6143490543037657,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",30,0,-21.584348696967535,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",20,0,-118.76456699908162,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,0,-73.91747581790095,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",20,0,-9.865346165551532,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,0,-146.6397285430353,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",25,20,7.8644611077629385,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,0,-42.927650022057925,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",25,9,-50.137077631358004,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 0}",1
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",35,0,-41.38875193892275,"{0: 26, 1: 3, 2: 6, 3: 0, 4: 0}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",25,0,-28.985186197656763,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",30,0,-86.97243767134302,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",30,0,-43.759600896717814,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-99.58644885306019,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",25,0,-149.5280327495891,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",25,5,-138.56282529715742,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",1
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",35,0,-67.98495578088739,"{0: 23, 1: 5, 2: 7, 3: 0, 4: 0}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",20,0,-11.50099577571867,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",25,7,-89.73204318392008,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 1}",1
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",20,0,-40.837558620298374,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",30,14,-103.57758844000492,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,0,-13.267064273101495,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",25,0,-97.28297469611613,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",20,0,-21.707692974790298,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",20,0,-25.68537044146639,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,5,-69.43017051220632,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",25,0,-121.50657378087064,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",30,0,-55.213806330106785,"{0: 20, 1: 4, 2: 6, 3: 0, 4: 0}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,0,-170.38010833968139,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-131.07699528700684,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",30,0,-87.85737965047606,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",20,0,-43.272052443173806,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,0,-44.605137904828794,"{0: 14, 1: 5, 2: 0, 3: 0, 4: 1}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",20,0,-35.896324665063936,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",20,0,-37.191890917775886,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",35,20,-32.3375100778674,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",30,11,-108.7935864166541,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 2}",1
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,0,-39.94987619731499,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,5,-122.94328253929847,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 2}",1
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,0,-47.58118013364514,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",20,0,-51.211386145530625,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,0,-51.89459126266501,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",30,0,-68.82876538524344,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",25,15,6.50545389485526,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",25,0,-77.98479441602392,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",20,0,-68.66402048817619,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",25,0,-143.5334298908095,"{0: 15, 1: 6, 2: 1, 3: 0, 4: 3}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",25,0,-31.247273597115722,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,0,-58.353785264111444,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",20,0,-150.90084865230435,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
135,False,"{'a': 0.002, 'e': 0.764907781102864}",30,0,-121.99306890472025,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",20,0,-90.79244549802267,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,0,-50.18811154132261,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",35,0,-184.31409638068826,"{0: 19, 1: 4, 2: 9, 3: 1, 4: 2}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,0,-36.49703579331499,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",20,0,-110.15145005788644,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,0,-193.38580162482157,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",25,0,-115.47814551748321,"{0: 11, 1: 4, 2: 9, 3: 1, 4: 0}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,0,-50.79118102815181,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",20,0,-81.81237252731604,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",25,0,-131.2486389183808,"{0: 14, 1: 6, 2: 2, 3: 1, 4: 2}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",20,4,-54.743400027318025,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 0}",1
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",20,1,-74.66831524600678,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 1}",1
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,14,-13.628147677965332,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,0,-50.23964030025395,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",20,0,-65.03175233108611,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",25,0,-33.311796321142054,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",35,0,-101.97551749149972,"{0: 24, 1: 3, 2: 7, 3: 0, 4: 1}",0
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",25,0,-53.32582259172029,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",30,4,-70.27088507956631,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 1}",1
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,0,-99.37899355151603,"{0: 9, 1: 4, 2: 5, 3: 2, 4: 0}",0
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",30,0,-138.15799491019214,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,14,-27.632316859248284,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,4,-31.11638781246691,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",25,0,-208.26869062705285,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",30,0,-79.3722900864733,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",25,0,-311.8927135842743,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 6}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,5,-12.404643711159839,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,0,-70.28785387916675,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",30,0,-103.23928846419831,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,0,-141.41635525390078,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",20,0,-68.33689581214986,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",25,0,-9.226079816235517,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,0,-150.33806985051268,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",25,0,-105.85938832995204,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,0,-203.08169408801308,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",25,15,-37.95236345335435,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 0}",1
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",20,0,-138.03454368869725,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,0,-8.672932448558123,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.002, 'e': 0.7075124871065016}",20,12,-25.90301457369141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",30,7,-103.78275799342843,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 2}",1
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",30,0,-177.81736425799045,"{0: 16, 1: 7, 2: 4, 3: 0, 4: 3}",0
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",25,8,-53.418775427433594,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
178,False,"{'a': 0.002, 'e': 0.701874967355394}",25,19,3.662852184938034,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",20,9,2.979918623035112,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",30,5,-56.7107966964363,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1
181,False,"{'a': 0.002, 'e': 0.697676326071031}",25,11,-48.624145090721505,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
182,False,"{'a': 0.002, 'e': 0.696282367841771}",25,0,-60.674749921416556,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",25,0,-93.56068815074782,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",30,0,-180.84725886918747,"{0: 19, 1: 4, 2: 2, 3: 2, 4: 3}",0
