trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",20,3,-38.02174117292187,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,7,10.442751245511426,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",25,3,-44.1130993685362,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",20,6,24.118251734273578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,8,11.917359874149277,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",20,0,18.520158178071775,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",20,0,-35.04527851368394,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",25,8,18.472293883198805,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",20,10,-48.55654178897438,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
638,False,"{'a': 0.002, 'e': 0.27971053895169634}",30,19,-21.564465059150812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",20,4,22.60095873207077,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",20,7,-30.678862967064713,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",25,14,18.404232221043596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",25,4,20.88942821805859,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",20,3,28.217543851910992,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",20,1,11.425706258932895,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",20,6,11.465276257558159,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,13,5.861268785745919,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",30,7,1.4706092124725527,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,10,20.107437488072005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",25,12,25.479568784749322,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",25,3,-14.470165115418462,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",25,16,7.243501073859192,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",20,1,-11.083915639313775,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",25,15,17.05230499920109,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",20,16,5.16036452145179,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",20,7,9.3833546619655,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",25,0,6.700272669452584,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",20,0,19.92380064544744,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",25,7,15.545092961046153,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,5,-21.53146685583828,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",20,4,-89.79451350530708,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 2}",1
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",20,9,19.39994619064415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",20,16,10.157387441181632,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",20,0,-19.689420485080873,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",35,21,-28.975903034588566,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",30,0,-3.3830012761577564,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",35,14,10.715251746159336,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,1,-48.81125187774663,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",30,16,28.649420840303243,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",25,0,-63.873755518267274,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
670,False,"{'a': 0.002, 'e': 0.262369883958126}",25,15,6.006943919377136,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",25,18,14.035441177903866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,6,-6.763801773297741,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",20,0,-18.219177452852254,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",25,13,7.931236266237096,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",25,18,13.691802328144995,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",20,6,-0.8965120663349955,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",20,7,21.40363260516947,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",20,10,18.02467722740597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",30,20,20.8816195745529,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",30,19,17.9447916806054,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,12,10.90999928230493,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",30,10,-70.48515271587658,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,12,11.002096527609321,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",25,11,5.439841050687405,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",35,25,10.630181291578907,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",20,11,-32.225619346440894,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,15,2.324703168670528,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",30,22,13.408502599705304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",25,14,6.747835570181324,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",25,0,31.471268543909193,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,5,18.02885376897833,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",25,15,10.707624015749717,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",30,16,3.0573658934989574,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,7,-40.14979616159917,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",25,5,-67.34642607812835,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",25,1,1.0399994656253562,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",20,8,16.753936822947296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",30,12,-19.48675149064752,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",25,10,-30.07218008537969,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",25,9,23.773375133040833,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",20,10,20.780799095847495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",20,11,16.940106788779243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",25,18,2.0638182335175386,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",25,19,10.546800851032856,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",30,15,15.75511838337366,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",30,9,20.006130739839953,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",20,8,11.921755101368216,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",30,18,-17.305317118253416,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",35,16,23.40476907019876,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",25,11,26.26061850912528,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",30,18,1.9450850467476455,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",20,5,13.390440274849798,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",25,19,-2.3074884670944646,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",20,6,18.80957432207689,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",30,13,-65.10084571255292,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",20,4,24.821416190359304,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",20,14,3.9288098381031507,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",25,4,30.605414423534018,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",25,13,-44.00772194041465,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",25,8,0.537410407659497,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",35,18,-7.473114561499699,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",30,16,6.234679025402204,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",25,6,-14.020994207292976,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",20,0,26.899125759719038,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",25,6,17.118860931631552,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",20,2,-15.24761413052107,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",25,0,-29.991029131390075,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",25,4,31.10367840686539,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",20,14,10.806731944369973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",30,0,14.57281756748278,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",20,6,23.575846245880047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",30,24,14.09674867765873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",25,11,22.859995771974855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",20,14,8.340803134961266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",20,0,20.294465260774132,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
736,False,"{'a': 0.002, 'e': 0.22992548518672384}",20,11,-25.150609132898612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
737,False,"{'a': 0.002, 'e': 0.22946609376090668}",20,10,18.662978149488037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2290076201997705}",20,9,22.788609775499886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.002, 'e': 0.2285500626694205}",35,19,-34.00361492456621,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
740,False,"{'a': 0.002, 'e': 0.22809341933962587}",25,0,16.463078938467312,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
741,False,"{'a': 0.002, 'e': 0.22763768838381274}",30,0,-13.616829057784567,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
742,False,"{'a': 0.002, 'e': 0.22718286797905665}",20,0,20.657880712004925,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
743,False,"{'a': 0.002, 'e': 0.22672895630607542}",25,9,-69.73068786384717,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
744,False,"{'a': 0.002, 'e': 0.2262759515492217}",20,16,7.761462598610107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.002, 'e': 0.22582385189647586}",35,18,25.528270700275574,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.002, 'e': 0.22537265553943872}",20,3,9.948509462348005,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.22492236067332425}",35,22,17.932570156818574,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.22447296549695234}",30,3,-25.160986902204215,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
749,False,"{'a': 0.002, 'e': 0.22402446821274175}",25,3,-9.521229130340139,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
750,False,"{'a': 0.002, 'e': 0.22357686702670268}",25,16,-5.989741405591788,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
751,False,"{'a': 0.002, 'e': 0.22313016014842982}",20,3,27.711935134700052,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.22268434579109508}",25,3,21.064682201711033,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
753,False,"{'a': 0.002, 'e': 0.2222394221714404}",25,10,10.894004671140756,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.002, 'e': 0.22179538750977074}",20,14,10.53010008722874,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.002, 'e': 0.22135224002994683}",20,9,9.159543583928436,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.2209099779593782}",25,0,33.17847640883588,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
757,False,"{'a': 0.002, 'e': 0.22046859952901593}",25,6,18.9913986089364,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.22002810297334574}",20,6,24.790274090879223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.002, 'e': 0.21958848653038082}",25,6,23.488624381406638,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
760,False,"{'a': 0.002, 'e': 0.2191497484416548}",35,15,17.316337591242096,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.002, 'e': 0.21871188695221475}",25,5,-8.445461104347048,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
762,False,"{'a': 0.002, 'e': 0.21827490031061414}",25,8,16.703170627197185,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.21783878676890578}",30,13,8.965819912339109,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21740354458263497}",25,11,3.494246535353256,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.21696917201083235}",20,1,-95.4848486285765,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 3}",1
766,False,"{'a': 0.002, 'e': 0.21653566731600707}",20,12,14.816712455388762,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.21610302876413975}",30,20,15.464215220331097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.002, 'e': 0.21567125462467565}",20,5,-62.01135125949976,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
769,False,"{'a': 0.002, 'e': 0.21524034317051757}",30,14,15.020779591312099,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.002, 'e': 0.2148102926780192}",20,12,14.166465426352403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21438110142697794}",20,8,6.34336372400403,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
772,False,"{'a': 0.002, 'e': 0.21395276770062824}",25,12,16.335866786798505,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.002, 'e': 0.2135252897856346}",30,3,25.558449971799575,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.21309866597208482}",25,15,12.084634300986785,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.21267289455348304}",20,10,21.438403703423454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.21224797382674304}",30,12,-0.4137901953055554,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
777,False,"{'a': 0.002, 'e': 0.21182390209218135}",25,12,-11.821787866316189,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.21140067765351048}",25,9,34.37057224804373,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.21097829881783206}",20,13,13.540068031415373,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.21055676389563024}",20,7,-26.220701010390645,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
781,False,"{'a': 0.002, 'e': 0.21013607120076472}",30,17,20.329829363334163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.002, 'e': 0.2097162190504642}",25,13,-17.451650151008895,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
783,False,"{'a': 0.002, 'e': 0.20929720576531952}",25,5,9.102313682039311,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.002, 'e': 0.20887902966927693}",30,20,6.2763009673728485,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.002, 'e': 0.20846168908963153}",25,8,20.320486890570294,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.002, 'e': 0.20804518235702046}",25,15,19.49277469778581,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.2076295078054162}",20,14,7.172353860356667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.002, 'e': 0.20721466377212}",25,0,-14.098257063659116,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
789,False,"{'a': 0.002, 'e': 0.20680064859775515}",25,13,20.81408996044739,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.002, 'e': 0.20638746062626045}",20,8,-30.459408724915633,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
791,False,"{'a': 0.002, 'e': 0.20597509820488344}",30,20,-16.57080656254896,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
792,False,"{'a': 0.002, 'e': 0.2055635596841739}",20,4,-3.3074736582938264,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
793,False,"{'a': 0.002, 'e': 0.20515284341797715}",20,1,35.07433293455059,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.002, 'e': 0.20474294776342764}",25,14,14.61971687764871,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.002, 'e': 0.20433387108094214}",25,18,5.22894517767937,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.002, 'e': 0.20392561173421342}",25,18,11.510952554708991,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.002, 'e': 0.20351816809020354}",25,11,3.814456804308616,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
798,False,"{'a': 0.002, 'e': 0.20311153851913738}",25,11,15.71178889359582,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.002, 'e': 0.2027057213944961}",20,0,-3.7935574029781427,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
800,False,"{'a': 0.002, 'e': 0.2023007150930107}",20,1,17.91454817311078,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.002, 'e': 0.20189651799465538}",25,0,-59.11191128304752,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
802,False,"{'a': 0.002, 'e': 0.20149312848264125}",25,7,15.753051696646626,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
803,False,"{'a': 0.002, 'e': 0.20109054494340972}",20,8,-18.076412487734114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
804,False,"{'a': 0.002, 'e': 0.20068876576662606}",20,16,4.505971621495984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.002, 'e': 0.20028778934517305}",25,14,21.241723575984135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.002, 'e': 0.1998876140751445}",20,10,19.53537315586734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.002, 'e': 0.19948823835583873}",20,11,17.37545069155501,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.002, 'e': 0.1990896605897524}",25,3,22.737593903610435,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
809,False,"{'a': 0.002, 'e': 0.19869187918257386}",20,14,12.120449090093196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.002, 'e': 0.19829489254317698}",25,19,3.185819425044104,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.002, 'e': 0.19789869908361465}",20,8,24.27507936572244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.002, 'e': 0.19750329721911256}",20,5,21.175560185176195,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.002, 'e': 0.19710868536806264}",35,27,17.77062706086229,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
